Search Query,Results Found,GitHub,How Found
,,dhhxu/LBNL-lucid,Search Finding
,,alliao-lbl/lbnl-cybersecurity.github.io,Search Finding
,,tsbyq/OccSim_integration,Search Finding
,,Jayners00/Ricksplanets,Search Finding
,,dhhxu/LBNL-energydb,Search Finding
,,catcatcz/Research-Codes-in-LBNL,Search Finding
,,FredHutch/lbnl-nhc,Search Finding
,,rexlintc/stereocilia,Search Finding
,,PerryGrossman/Open_PV,Search Finding
,,matthew-li/lbnl_scripts,Search Finding
,,dataclip/myexperiments,Search Finding
,,Protobion/tobis_animals,Search Finding
,,danikam/planets-lbnl,Search Finding
,,wangshi831/cocoa,Search Finding
,,mjasonbush/Jellyfiish,Search Finding
,,aroepe/Bootcamp,Search Finding
,,marwahaha/planets-lbnl,Search Finding
,,Dananananana/dinosaurs,Search Finding
,,wuxiaohua1011/LBNL_programming_challenge,Search Finding
,,wschoong/lbnl_mks_pgi_sim,Search Finding
,,cris4allee/lbnl-polyfill,Search Finding
,,woodywang153/PracticeLBNL,Search Finding
,,aidangrummer/LBNL-Mean,Search Finding
,,bshrestha-1/Planets-lbnl,Search Finding
,,MirTunio/LBNL_20171110,Search Finding
,,YonsiG/planet-lbnl,Search Finding
,,rajasriramoju/SeniorDesignLBNL,Search Finding
,,mvessella/LBNL-bootcamp-planets,Search Finding
,,wuxiaohua1011/lbnl_gdrive ,Search Finding
,,yonghongzhang/LBNL_SubJet,Search Finding
,,emhart/2018-07-26-lbnl,Search Finding
,,adewopova/Adewopo-LBNL-Datascience,Search Finding
,,jon-athan-l/qpr,Search Finding
,,dataclip/planets,Search Finding
,,dyakobovitch-talks/2018-08-23-LBNL,Search Finding
,,zacharypollock/planets_ZP_lbnl,Search Finding
,,mtb-archaeology/lbnl.xrf.data,Search Finding
,,dani-lbnl/dani-lbnl.github.io,Search Finding
,,satyarth934/lbnl-amanzi-emsemble-sim,Search Finding
,,aricachhay/lbnl-elastic-test,Search Finding
,,tskisner/lbnl_cs_software,Search Finding
,,emilydolson/2018-06-27-lbnl,Search Finding
,,markcmiller86/2018-04-25-lbnl ,Search Finding
,,arthur-e/2018-08-23-LBNL,Search Finding
,,xcheung/FastThermalLBNL,Search Finding
,,cweyandt/lbnl-data-drivers,Search Finding
,,mengjutsai/planets-lbnl,Search Finding
,,SunilSimha/lbnl-ccd,Search Finding
,,atlas-calo-ml/gn4pions_eastbay,Search Finding
,,atlas-calo-ml/ML4PIONS_GRAPH,Umbrella
,,atlas-calo-ml/GraphNets4Pions_LLNL,Umbrella
,,atlas-calo-ml/LCStudies,Umbrella
,,atlas-calo-ml/Organization,Umbrella
,,dwinston/2016-03-02-lbnl,Search Finding
,,machecruz/LBNL-side-projects,Search Finding
,,AntoniaGogoglou/2017-07-20-lbnl,Search Finding
,,aewallwi/LBNL_HI_Global_Signal,Search Finding
,,BuildingEnergyTools/tools-website-lbnl,Search Finding
,,BuildingEnergyTools/tools-website,Umbrella
,,BuildingEnergyTools/tools-website-nrel,Umbrella
,,BuildingEnergyTools/tools-website-pnnl,Umbrella
,,nhejazi/2018-05-03-LBNL,Search Finding
,,madhuranga84/planets-lbnl-bootcamp,Search Finding
,,jprahl/tts_lbnl_solar,Search Finding
,,firafsiefa/Fira-at-SCP-LBNL,Search Finding
,,jsta/2017-09-27-LBNL,Search Finding
,,yb4/LBNL---Indoor-Environment-Group,Search Finding
,,krwilson-lbl/Wilson-Group-LBNL,Search Finding
,,kedarkolluri/processor.lbnl.clays,Search Finding
,,reynier0611/lbnl_alice_alignment_tasks,Search Finding
,,satyarth934/lbnl-ensemble-sim,Search Finding
,,bgit138/bgitworld,Search Finding
,,mamelara/2018-10-10-lbnl,Search Finding
,,RyanJiaxc/CPC_at_LBNL,Search Finding
,,anthonysmc/LBNL-ATLAS-and-BELLA,Search Finding
,,LBNL-ETA/LBNL-BCL-Windows,Search Finding
,,LBNL-ETA/Adapter,Umbrella
,,LBNL-ETA/AH_LA_AnalysisPaper,Umbrella
,,LBNL-ETA/pypvwatts-better,Umbrella
,,LBNL-ETA/DOPER,Umbrella
,,LBNL-ETA/AFC,Umbrella
,,LBNL-ETA/Radiance,Umbrella
,,LBNL-ETA/QUOP,Umbrella
,,LBNL-ETA/CalFlexHub,Umbrella
,,LBNL-ETA/ESL,Umbrella
,,LBNL-ETA/AutoBFE,Umbrella
,,LBNL-ETA/haxall-based-fault-correction,Umbrella
,,LBNL-ETA/FLEXLAB-ASHRAE140,Umbrella
,,LBNL-ETA/SCooDER,Umbrella
,,LBNL-ETA/FMI-MLC,Umbrella
,,LBNL-ETA/py_igsdb_base_data,Umbrella
,,LBNL-ETA/heatwave,Umbrella
,,LBNL-ETA/AHhelper,Umbrella
,,LBNL-ETA/read.idfEnergyPlus,Umbrella
,,LBNL-ETA/frads,Umbrella
,,LBNL-ETA/WinCalc,Umbrella
,,LBNL-ETA/Windows-CalcEngine,Umbrella
,,LBNL-ETA/FMLC,Umbrella
,,LBNL-ETA/BEDES-Manager,Umbrella
,,LBNL-ETA/pyWinCalc,Umbrella
,,LBNL-ETA/OpticalMeasurementParser,Umbrella
,,LBNL-ETA/THMXParser,Umbrella
,,LBNL-ETA/pyradiance,Umbrella
,,LBNL-ETA/bcl-manifest,Umbrella
,,LBNL-ETA/opticalc,Umbrella
,,LBNL-ETA/Openstudio-GEB-gem,Umbrella
,,LBNL-ETA/LPDM,Umbrella
,,LBNL-ETA/SimulatorToFMU,Umbrella
,,LBNL-ETA/get.purpleAir,Umbrella
,,LBNL-ETA/SolarPlus-Optimizer,Umbrella
,,LBNL-ETA/EnergyFlexibilityOntology,Umbrella
,,LBNL-ETA/a3dbr,Umbrella
,,LBNL-ETA/G36SavingsCalculator,Umbrella
,,LBNL-ETA/Windows-CalcStandards,Umbrella
,,LBNL-ETA/MSWH,Umbrella
,,LBNL-ETA/FlexDRL,Umbrella
,,LBNL-ETA/pypvwatts,Umbrella
,,LBNL-ETA/TAR,Umbrella
,,LBNL-ETA/radbsdf,Umbrella
,,LBNL-ETA/elecprice,Umbrella
,,LBNL-ETA/AlphaBuilding-SyntheticDataset,Umbrella
,,LBNL-ETA/AlphaBuilding-ResCommunity,Umbrella
,,LBNL-ETA/im3-wrf,Umbrella
,,LBNL-ETA/citybes-cityffd,Umbrella
,,LBNL-ETA/obFMU,Umbrella
,,LBNL-ETA/epw-writer,Umbrella
,,LBNL-ETA/annex80-heat-wave-epw,Umbrella
,,LBNL-ETA/idf-version-updater-mac,Umbrella
,,LBNL-ETA/Data-Cleaning,Umbrella
,,LBNL-ETA/COUNT,Umbrella
,,LBNL-ETA/OpenStudio-Occupant-Variability-Gem,Umbrella
,,LBNL-ETA/OpenStudio-Variability-Gem,Umbrella
,,LBNL-ETA/City-Scale-Electricity-Use-Prediction,Umbrella
,,LBNL-ETA/XMLParser,Umbrella
,,LBNL-ETA/BETTER_analytical_engine,Umbrella
,,LBNL-ETA/RMV2.0,Umbrella
,,LBNL-ETA/OpenStudio-Occupant-KPIs-Reporting,Umbrella
,,LBNL-ETA/SynAS,Umbrella
,,LBNL-ETA/AERCalc,Umbrella
,,LBNL-ETA/nre,Umbrella
,,LBNL-ETA/guideline36_conformance_test,Umbrella
,,LBNL-ETA/fmi-for-power-system,Umbrella
,,LBNL-ETA/IBPSA-2019-windows-paper,Umbrella
,,LBNL-ETA/pmu_event_library,Umbrella
,,LBNL-ETA/NWDS,Umbrella
,,LBNL-ETA/LPDM-Volttron,Umbrella
,,LBNL-ETA/CyDER,Umbrella
,,LBNL-ETA/LPDM-Drivers,Umbrella
,,LBNL-ETA/loadshape,Umbrella
,,catcatcz/LBNL-TimeSeriesStudyGroup,Search Finding
,,dwinston/2016-04-07-lbnl,Search Finding
,,cjstorfer/LBNL_key_items,Search Finding
,,bsmith89/2018-05-24-LBNL,Search Finding
,,wschoong/lbnl_mks_pgi_ray_tracing,Search Finding
,,johnsokol/LBL-VIC,Search Finding
,,nickwg03/AZGoesSolar,Search Finding
,,satyarth934/lbnl-plume-time-series-viz,Search Finding
,,charuleka/LBNL-CA-ProdWaterDisposal,Search Finding
,,gallogiulia/planets,Search Finding
,,andyzfchen/planets,Search Finding
,,woodywang153/DESI2017,Search Finding
,,GuannanXie/sPHENIX_FastSimu,Search Finding
,,xlchen123/copyPicoDstsToLBNL,Search Finding
,,andyzfchen/mean,Search Finding
,,mjasonbush/Jellyfish,Search Finding
,,jessutandi/TSI-Report-App,Search Finding
,,cesar-gr/mean_python_bootcamp,Search Finding
,,ajdecon/warewulf,Search Finding
,,urbanopt/urbanopt-prototype-district-templates,Search Finding
,,urbanopt/geojson-modelica-translator,Umbrella
,,urbanopt/urbanopt-cli,Umbrella
,,urbanopt/urbanopt.github.io,Umbrella
,,urbanopt/modelica-builder,Umbrella
,,urbanopt/urbanopt-geojson-gem,Umbrella
,,urbanopt/urbanopt-rnm-us-gem,Umbrella
,,urbanopt/urbanopt-reporting-gem,Umbrella
,,urbanopt/urbanopt-ditto-reader,Umbrella
,,urbanopt/urbanopt-scenario-gem,Umbrella
,,urbanopt/geojson-modelica-translator-examples,Umbrella
,,urbanopt/urbanopt-reopt-gem,Umbrella
,,urbanopt/urbanopt-example-geojson-project,Umbrella
,,urbanopt/urbanopt-core-gem,Umbrella
,,urbanopt/URBANopt-ghp-des-modeling-project,Umbrella
,,urbanopt/docker-spawn-modelica,Umbrella
,,urbanopt/blocpower_ithaca,Umbrella
,,urbanopt/supervisory_controls,Umbrella
,,urbanopt/modelica-fmt,Umbrella
,,urbanopt/nrel-des-example-project,Umbrella
,,urbanopt/DES_HVAC,Umbrella
,,urbanopt/JModelica_simulation,Umbrella
,,urbanopt/openstudio-prototype-loads,Umbrella
,,urbanopt/modelica-buildings,Umbrella
,,urbanopt/TEASER,Umbrella
,,urbanopt/urbanopt-example-reopt-project,Umbrella
,,wkzou/auau200GeVRun14Ana,Search Finding
,,djacobow/pubscout,Search Finding
,,rubbersoul152/Coding,Search Finding
,,MustafaMustafa/auau200GeVRun14Ana,Search Finding
,,klauer/encoder_test,Search Finding
,,basvandervlies/nhc-debian,Search Finding
,,teja5zz/grasshopper_Import_LBNL_WINDOW_glazing_Assembly_for_EPLus,Search Finding
,,mlomnitz/auau200GeVRun14Ana,Search Finding
,,sparticlesteve/ml4sci-tutorial,Search Finding
,,sshiraiwa/PySTRUMPACK,Search Finding
,,burlen/SC11-100GB-Demo,Search Finding
,,dmgt/SWC_python,Search Finding
,,GuannanXie/auau200GeVRun14Ana,Search Finding
,,giadarol/warp,Search Finding
,,Eliemer/GCNN_Lightning,Search Finding
,,slaclab/hires-lattice,Search Finding
,,slaclab/pydm,Umbrella
,,slaclab/lcls-timing-core,Umbrella
,,slaclab/SMARTCAPTAR_BACK,Umbrella
,,slaclab/SMCAPTAR_FRONT,Umbrella
,,slaclab/slurm-telegraf,Umbrella
,,slaclab/rubin-usdf-prompt-processing,Umbrella
,,slaclab/explgbk,Umbrella
,,slaclab/evr-card-g2,Umbrella
,,slaclab/sdf-cli,Umbrella
,,slaclab/new-iris,Umbrella
,,slaclab/eed-java-backend-deployment-configuration-template,Umbrella
,,slaclab/pysmurf,Umbrella
,,slaclab/edef,Umbrella
,,slaclab/k2eg,Umbrella
,,slaclab/pgp-pcie-apps,Umbrella
,,slaclab/surf,Umbrella
,,slaclab/rubin-usdf-data-backbone-deploy,Umbrella
,,slaclab/amc-carrier-core,Umbrella
,,slaclab/lcls-live,Umbrella
,,slaclab/lume-services,Umbrella
,,slaclab/lume-services-model-template,Umbrella
,,slaclab/PyEmittance,Umbrella
,,slaclab/sdf-docs,Umbrella
,,slaclab/lcls2-pgp-pcie-apps,Umbrella
,,slaclab/eed-java-backend-template,Umbrella
,,slaclab/ruckus,Umbrella
,,slaclab/lcls2-pgp-fw-lib,Umbrella
,,slaclab/Simple-PGPv4-KCU105-Example,Umbrella
,,slaclab/epix-hr-core,Umbrella
,,slaclab/lcls2-timing-patterns,Umbrella
,,slaclab/facet-matlabTNG,Umbrella
,,slaclab/cameralink-gateway,Umbrella
,,slaclab/lume-model,Umbrella
,,slaclab/ansible-role-containerd,Umbrella
,,slaclab/k2eg-python,Umbrella
,,slaclab/simulacrum,Umbrella
,,slaclab/usdf-embargo-deploy,Umbrella
,,slaclab/PyFixit,Umbrella
,,slaclab/warm-tdm,Umbrella
,,slaclab/nalms,Umbrella
,,slaclab/lcls-tools,Umbrella
,,slaclab/cavityParking,Umbrella
,,slaclab/epics-ek9000,Umbrella
,,slaclab/Archive-Viewer,Umbrella
,,slaclab/facet2-lattice,Umbrella
,,slaclab/devPanel,Umbrella
,,slaclab/cavityDisplay,Umbrella
,,slaclab/srf_auto_setup,Umbrella
,,slaclab/rubin-usdf-pg-catalogs-deploy,Umbrella
,,slaclab/flask_authnz,Umbrella
,,slaclab/rogue,Umbrella
,,slaclab/test-java-deployment,Umbrella
,,slaclab/epix-hr-single-10k,Umbrella
,,slaclab/rubin-fts3-deploy,Umbrella
,,slaclab/aes-stream-drivers,Umbrella
,,slaclab/rce-gen3-fw-lib,Umbrella
,,slaclab/clink-gateway-fw-lib,Umbrella
,,slaclab/axi-pcie-core,Umbrella
,,slaclab/Q0Measurement,Umbrella
,,slaclab/lcls-classic-lattice,Umbrella
,,slaclab/axi-soc-ultra-plus-core,Umbrella
,,slaclab/smurf_cfg,Umbrella
,,slaclab/smurf-roguev6-docker,Umbrella
,,slaclab/rubin-usdf-summit-db-replica-deploy,Umbrella
,,slaclab/ldmx-firmware,Umbrella
,,slaclab/srf_tutorial,Umbrella
,,slaclab/smurf-rogue-docker,Umbrella
,,slaclab/ProgramFPGA,Umbrella
,,slaclab/quenchProcessing,Umbrella
,,slaclab/Simple-rfsoc-4x2-Example,Umbrella
,,slaclab/sel_phase_optimizer,Umbrella
,,slaclab/slac-alarm-manager,Umbrella
,,slaclab/l2si-core,Umbrella
,,slaclab/lume-genesis,Umbrella
,,slaclab/rfsoc-4x2-photon-detector-dev,Umbrella
,,slaclab/smurf-base-docker,Umbrella
,,slaclab/LCLS2_inj_emit,Umbrella
,,slaclab/l2MpsLN,Umbrella
,,slaclab/cryomodulePlots,Umbrella
,,slaclab/rsp_broadcast,Umbrella
,,slaclab/ucsc-hn,Umbrella
,,slaclab/nalms-deployment,Umbrella
,,slaclab/Simple-ZCU216-Example,Umbrella
,,slaclab/Simple-ZCU208-Example,Umbrella
,,slaclab/rubin-rucio-deploy,Umbrella
,,slaclab/fs-timing,Umbrella
,,slaclab/psdm_mongo_ws,Umbrella
,,slaclab/slac-ondemand,Umbrella
,,slaclab/mps_database,Umbrella
,,slaclab/lcls2-pgp-fb,Umbrella
,,slaclab/ansible-role-telegraf,Umbrella
,,slaclab/tid-id-smartsheets,Umbrella
,,slaclab/central_node_ioc,Umbrella
,,slaclab/central_node_engine,Umbrella
,,slaclab/lcls2-llrf,Umbrella
,,slaclab/lcls-nc-llrf,Umbrella
,,slaclab/Simple-Kria-Kv260-Example,Umbrella
,,slaclab/Simple-10GbE-RUDP-KCU105-Example,Umbrella
,,slaclab/slic,Umbrella
,,slaclab/slac-ood-cryosparc,Umbrella
,,slaclab/ansible-role-kubeadm,Umbrella
,,slaclab/rogue-base-docker,Umbrella
,,slaclab/matpva,Umbrella
,,slaclab/epix,Umbrella
,,slaclab/l2si-hsd,Umbrella
,,slaclab/slac-ood-jupyter,Umbrella
,,slaclab/rubin-lfa-replicate-deploy,Umbrella
,,slaclab/llrf-hls,Umbrella
,,slaclab/lcls-python3.8-env,Umbrella
,,slaclab/cpsw,Umbrella
,,slaclab/cpswTreeGUI,Umbrella
,,slaclab/neural-representation-sqw,Umbrella
,,slaclab/psmon,Umbrella
,,slaclab/indico-slac,Umbrella
,,slaclab/lume-epics,Umbrella
,,slaclab/ptsd-docs,Umbrella
,,slaclab/LogBookClient,Umbrella
,,slaclab/l2si-xpm,Umbrella
,,slaclab/onboard-rucio,Umbrella
,,slaclab/psdm_ws_template,Umbrella
,,slaclab/datacat,Umbrella
,,slaclab/Badger,Umbrella
,,slaclab/Badger-Plugins,Umbrella
,,slaclab/lcsim,Umbrella
,,slaclab/lume-base,Umbrella
,,slaclab/ansible-role-promtail,Umbrella
,,slaclab/epix-quad,Umbrella
,,slaclab/cryosparc-docker,Umbrella
,,slaclab/zfel,Umbrella
,,slaclab/CAIN,Umbrella
,,slaclab/phalanx,Umbrella
,,slaclab/nmap-exporter,Umbrella
,,slaclab/FABulous,Umbrella
,,slaclab/buildroot-site,Umbrella
,,slaclab/lcls2-epix-hr-pcie,Umbrella
,,slaclab/pydm-tutorial,Umbrella
,,slaclab/Genesis-1.3-Version2,Umbrella
,,slaclab/rubin-usdf-butler-deploy,Umbrella
,,slaclab/l2si-drp,Umbrella
,,slaclab/Lucretia,Umbrella
,,slaclab/lerf-python-env,Umbrella
,,slaclab/pydm-env,Umbrella
,,slaclab/bo_tutorial,Umbrella
,,slaclab/slac-k8s-app-template,Umbrella
,,slaclab/LVDT-Calibration,Umbrella
,,slaclab/NuComputing,Umbrella
,,slaclab/lume-scatter,Umbrella
,,slaclab/rubin-rubintv-broadcaster-cleanroom-deploy,Umbrella
,,slaclab/lcls-pcav,Umbrella
,,slaclab/xtcav2,Umbrella
,,slaclab/cavity_gain_tuning,Umbrella
,,slaclab/nexo-daq-ring-buffer,Umbrella
,,slaclab/lsst-pwr-ctrl-core,Umbrella
,,slaclab/aida-pva,Umbrella
,,slaclab/meanHist,Umbrella
,,slaclab/mps_history,Umbrella
,,slaclab/aida-pva-client,Umbrella
,,slaclab/archive_restore,Umbrella
,,slaclab/lcls_cu_injector_ml_model,Umbrella
,,slaclab/centos7-diskless-builder,Umbrella
,,slaclab/lume-distgen-impact-cu-inj,Umbrella
,,slaclab/lume-lcls-cu-inj-nn,Umbrella
,,slaclab/explgbk-docker,Umbrella
,,slaclab/spacewire_light,Umbrella
,,slaclab/aida-pva-tests,Umbrella
,,slaclab/smurf-server-scripts,Umbrella
,,slaclab/ansible-role-docker-ce,Umbrella
,,slaclab/lcls2-coaxpress-over-fiber-apps,Umbrella
,,slaclab/ml_xpfs,Umbrella
,,slaclab/epics-server-java-backport-1.5,Umbrella
,,slaclab/l2Mps,Umbrella
,,slaclab/hombom,Umbrella
,,slaclab/checkOperatingPointSC,Umbrella
,,slaclab/anarel-manage,Umbrella
,,slaclab/xta,Umbrella
,,slaclab/timechart,Umbrella
,,slaclab/lcls2-bcs-acm-firmware-upgrade,Umbrella
,,slaclab/slac-ood-codeserver,Umbrella
,,slaclab/CobControl,Umbrella
,,slaclab/ansible-role-mlnx-ofed,Umbrella
,,slaclab/ansible-role-sudo,Umbrella
,,slaclab/ansible-role-zfs,Umbrella
,,slaclab/cryoSignals,Umbrella
,,slaclab/pvmonitor,Umbrella
,,slaclab/cryo-on-epix-hr-dev,Umbrella
,,slaclab/TID-RFAR-TEST,Umbrella
,,slaclab/daceml,Umbrella
,,slaclab/dace,Umbrella
,,slaclab/ansible-role-linux-kernel,Umbrella
,,slaclab/meme,Umbrella
,,slaclab/lcls-rhel6-conda-docker,Umbrella
,,slaclab/facet-epics,Umbrella
,,slaclab/rubin-panda-deploy,Umbrella
,,slaclab/cryoem-airflow,Umbrella
,,slaclab/exp-timing,Umbrella
,,slaclab/slacepics,Umbrella
,,slaclab/subprocessca,Umbrella
,,slaclab/facet-E320,Umbrella
,,slaclab/Microphonics_tab,Umbrella
,,slaclab/PyStripTool,Umbrella
,,slaclab/rce-gen3-sw-lib,Umbrella
,,slaclab/atlas_proto_interlock,Umbrella
,,slaclab/rce_build_env,Umbrella
,,slaclab/na22Marx,Umbrella
,,slaclab/lsst-pwr-ctrl-remote-reprogram,Umbrella
,,slaclab/lsst-ac-filter-relay,Umbrella
,,slaclab/sdf-modeling-service-k8s-manifests,Umbrella
,,slaclab/license,Umbrella
,,slaclab/rhel7-ml-xopt,Umbrella
,,slaclab/lcls-inj-tuning-env-rhel7,Umbrella
,,slaclab/lcls-rhel7-conda-pack,Umbrella
,,slaclab/lcls-python3.9-rhel7-env,Umbrella
,,slaclab/lcls-rhel7-conda-docker,Umbrella
,,slaclab/slac-services,Umbrella
,,slaclab/pyca,Umbrella
,,slaclab/lcls-ii-geo-calculator,Umbrella
,,slaclab/atlas-rce-repo,Umbrella
,,slaclab/daq-stream-cache,Umbrella
,,slaclab/lsstCamProtPLCs,Umbrella
,,slaclab/smurf-tpg-ioc-docker,Umbrella
,,slaclab/LiTrack,Umbrella
,,slaclab/mps_manager,Umbrella
,,slaclab/cryoem-pipeline,Umbrella
,,slaclab/Fault-Display,Umbrella
,,slaclab/xopt-dev-env,Umbrella
,,slaclab/edmbutton,Umbrella
,,slaclab/pam_oauth2_device,Umbrella
,,slaclab/lcls-multibunch,Umbrella
,,slaclab/lume-elegant,Umbrella
,,slaclab/smurfc,Umbrella
,,slaclab/cryoAlarmDisplay,Umbrella
,,slaclab/rucio,Umbrella
,,slaclab/ansible-role-chrony,Umbrella
,,slaclab/gafaelfawr,Umbrella
,,slaclab/lcls_emit,Umbrella
,,slaclab/slac-kyverno-policies,Umbrella
,,slaclab/epix-hr-2M-10k,Umbrella
,,slaclab/charts,Umbrella
,,slaclab/rubin-deploy,Umbrella
,,slaclab/lcls-cu-acc-live,Umbrella
,,slaclab/epics-core-java-backport-1.5,Umbrella
,,slaclab/gdml,Umbrella
,,slaclab/lcdd,Umbrella
,,slaclab/pcds_expresults,Umbrella
,,slaclab/ansible-role-weka,Umbrella
,,slaclab/matlab-migration,Umbrella
,,slaclab/CAENHV,Umbrella
,,slaclab/dual-e-pred-beta-env,Umbrella
,,slaclab/lcls-orbit,Umbrella
,,slaclab/slacml-school,Umbrella
,,slaclab/orbit_server,Umbrella
,,slaclab/atlas-atca-link-agg-fw-lib,Umbrella
,,slaclab/ml_injector_tuning_3.8env,Umbrella
,,slaclab/dehydrated-k8s,Umbrella
,,slaclab/cryoValveDisplay,Umbrella
,,slaclab/conda-pack-docs,Umbrella
,,slaclab/lcls-inj-tuning-env,Umbrella
,,slaclab/lcls-rhel6-conda-pack,Umbrella
,,slaclab/smurf-epics-slac,Umbrella
,,slaclab/slac-jupyterlab,Umbrella
,,slaclab/kpix,Umbrella
,,slaclab/lcls2-llrf-bsa-mps-tx-core,Umbrella
,,slaclab/cryoValveDisplayCD,Umbrella
,,slaclab/impact-live-containers,Umbrella
,,slaclab/matlab,Umbrella
,,slaclab/bsas,Umbrella
,,slaclab/lcls_pcav,Umbrella
,,slaclab/ila-wrappers-for-surf,Umbrella
,,slaclab/smurf-processor,Umbrella
,,slaclab/lcls_cu_injector_tuning,Umbrella
,,slaclab/epix-hr-10k-2m,Umbrella
,,slaclab/containers,Umbrella
,,slaclab/lcls-laserlocker-gen1,Umbrella
,,slaclab/lcls-cu-inj-live,Umbrella
,,slaclab/TrackingResolution,Umbrella
,,slaclab/cryo-wib-firmware,Umbrella
,,slaclab/emittance-tool,Umbrella
,,slaclab/lume,Umbrella
,,slaclab/pyenvbuilder,Umbrella
,,slaclab/pydm-nalms,Umbrella
,,slaclab/pythonEnvs,Umbrella
,,slaclab/edm2pydm,Umbrella
,,slaclab/lsst-reb-heater-ctrl,Umbrella
,,slaclab/LsstPsProdTop,Umbrella
,,slaclab/lsst-ion-pump-ps-controller,Umbrella
,,slaclab/lsst-dcpdu,Umbrella
,,slaclab/injectorWest,Umbrella
,,slaclab/grid-service-containers,Umbrella
,,slaclab/atca-timing-fanout-init,Umbrella
,,slaclab/aires-conda-recipes,Umbrella
,,slaclab/lcls-sc-inj-surrogate,Umbrella
,,slaclab/sshd-gateway,Umbrella
,,slaclab/lcls2-timetool,Umbrella
,,slaclab/pysmurf-stable-docker,Umbrella
,,slaclab/pabv_control,Umbrella
,,slaclab/surf-axi-protocol-checking,Umbrella
,,slaclab/flask_socket_util,Umbrella
,,slaclab/elegant_lcls_ipython,Umbrella
,,slaclab/lcls-cu-inj-surrogate,Umbrella
,,slaclab/lcls2-mps-rtm-tester,Umbrella
,,slaclab/smurf-atca-monitor,Umbrella
,,slaclab/pysmurf-custom-transmitter-example,Umbrella
,,slaclab/facet-sw,Umbrella
,,slaclab/ParticleGroup_extension,Umbrella
,,slaclab/lcls-mr-llrf-interlock-rtm,Umbrella
,,slaclab/smurf-pcie-docker,Umbrella
,,slaclab/dune-wib-firmware,Umbrella
,,slaclab/lz-test-stand,Umbrella
,,slaclab/simple_xopt_example,Umbrella
,,slaclab/optimizer,Umbrella
,,slaclab/FEL_UQ,Umbrella
,,slaclab/ConfluenceHWDB,Umbrella
,,slaclab/CBXFEL-Sims,Umbrella
,,slaclab/atlas-altiroc-daq,Umbrella
,,slaclab/slac-ood-desktop,Umbrella
,,slaclab/lsstCamCryoCompPLC,Umbrella
,,slaclab/axi-pcie-devel,Umbrella
,,slaclab/pgp-gen3-pcie-card,Umbrella
,,slaclab/lume-simex-demo-1,Umbrella
,,slaclab/openPMD-standard,Umbrella
,,slaclab/epicsarchiver_automation,Umbrella
,,slaclab/psgeom,Umbrella
,,slaclab/scllrf,Search Finding
,,slaclab/bbcp,Umbrella
,,slaclab/rogue-vcs-cosim-example,Umbrella
,,slaclab/llrfAmc,Umbrella
,,slaclab/MD_SurrogateModel_Demo_20200206,Umbrella
,,slaclab/cryoem-analysis-tools,Umbrella
,,slaclab/heppdt,Umbrella
,,slaclab/autosfx-scripts,Umbrella
,,slaclab/autosfx-workflow,Umbrella
,,slaclab/autosfx-dependencies,Umbrella
,,slaclab/CCPM,Umbrella
,,slaclab/smurf2mce,Umbrella
,,slaclab/pyrogue-control-server,Umbrella
,,slaclab/sfxPhasing,Umbrella
,,slaclab/SFXTooLs,Umbrella
,,slaclab/detector-calibration,Umbrella
,,slaclab/smurf-pcie,Umbrella
,,slaclab/dmConda,Umbrella
,,slaclab/energyChange,Umbrella
,,slaclab/singularity-modules,Umbrella
,,slaclab/rtbsa,Umbrella
,,slaclab/pslogin-docker,Umbrella
,,slaclab/arduino-base64,Umbrella
,,slaclab/lcls-airflow,Umbrella
,,slaclab/surf-dcp-targets,Umbrella
,,slaclab/cryo-recipes-db,Umbrella
,,slaclab/cryo-recipes,Umbrella
,,slaclab/arduino-tools,Umbrella
,,slaclab/slac-ood-matlab,Umbrella
,,slaclab/l2MpsAN,Umbrella
,,slaclab/ILI9341_t3,Umbrella
,,slaclab/paws,Umbrella
,,slaclab/folding-at-home-gpu,Umbrella
,,slaclab/cryoEM-notebooks,Umbrella
,,slaclab/lsstCamProtPLCs-Updated,Umbrella
,,slaclab/pipeline-web,Umbrella
,,slaclab/smurf2mce-base-docker,Umbrella
,,slaclab/uboot-xlnx-rce,Umbrella
,,slaclab/lsstPLCsTestBox,Umbrella
,,slaclab/slurm-docker,Umbrella
,,slaclab/slac-beamer-template,Umbrella
,,slaclab/yamlReader,Umbrella
,,slaclab/smurftestapps,Umbrella
,,slaclab/dev-board-misc-utils,Umbrella
,,slaclab/atlas-chess2,Umbrella
,,slaclab/dev-board-cryo,Umbrella
,,slaclab/proto-dune,Umbrella
,,slaclab/proto-dune-dam-lib,Umbrella
,,slaclab/rce-gen3-fw-examples,Umbrella
,,slaclab/rce-gen3-koto,Umbrella
,,slaclab/rogue-dists,Umbrella
,,slaclab/timetool-spatial,Umbrella
,,slaclab/bpm-dev-scripts,Umbrella
,,slaclab/xrsdkit_modeling,Umbrella
,,slaclab/cam_calibration,Umbrella
,,slaclab/dev-board-bpm,Umbrella
,,slaclab/smurf2mce-docker,Umbrella
,,slaclab/linux-xlnx,Umbrella
,,slaclab/CpswTutorial,Umbrella
,,slaclab/linux,Umbrella
,,slaclab/dev-board-common-platform,Umbrella
,,slaclab/pysmurf-docker,Umbrella
,,slaclab/yaml-cpp,Umbrella
,,slaclab/smurf-processor-base-docker,Umbrella
